curve_order,precision,recall,threshold
290,0.08322903629536921,0.9925373134328358,0.2636862139350809
291,0.08328115216030056,0.9925373134328358,0.2637989113082853
292,0.08333333333333333,0.9925373134328358,0.2638876739060674
293,0.08338557993730407,0.9925373134328358,0.2640791338269359
294,0.0834378920953576,0.9925373134328358,0.2641944966848708
295,0.0834902699309479,0.9925373134328358,0.2642346068048142
296,0.0835427135678392,0.9925373134328358,0.2648471909400213
297,0.08359522313010685,0.9925373134328358,0.2650272290107021
298,0.08364779874213836,0.9925373134328358,0.2651737213315354
299,0.08370044052863436,0.9925373134328358,0.2657426837059269
300,0.08375314861460957,0.9925373134328358,0.2659535704618097
301,0.08380592312539382,0.9925373134328358,0.266005222022226
302,0.08385876418663304,0.9925373134328358,0.2662677783372825
303,0.08391167192429022,0.9925373134328358,0.2665450766857267
304,0.08396464646464646,0.9925373134328358,0.266604245170813
305,0.08401768793430196,0.9925373134328358,0.2672406240057512
306,0.084070796460177,0.9925373134328358,0.267277729163772
307,0.08412397216951296,0.9925373134328358,0.2673193224344453
308,0.08417721518987342,0.9925373134328358,0.2674104678222905
309,0.08423052564914503,0.9925373134328358,0.2676597219362562
310,0.08428390367553866,0.9925373134328358,0.2676741538860287
311,0.08433734939759036,0.9925373134328358,0.2676859580581769
312,0.08439086294416244,0.9925373134328358,0.2678545243283541
313,0.08444444444444445,0.9925373134328358,0.2681893315885892
314,0.08449809402795426,0.9925373134328358,0.2683795624696017
315,0.0845518118245391,0.9925373134328358,0.2687131983637089
316,0.0846055979643766,0.9925373134328358,0.2688134252493449
317,0.08465945257797582,0.9925373134328358,0.2690014196032765
318,0.08471337579617834,0.9925373134328358,0.269003103045153
319,0.08476736775015933,0.9925373134328358,0.2690668936638704
320,0.08482142857142858,0.9925373134328358,0.2690702839697045
321,0.08487555839183153,0.9925373134328358,0.2692600791302973
322,0.08492975734355045,0.9925373134328358,0.269286791395205
323,0.08498402555910543,0.9925373134328358,0.2693940159441917
324,0.0850383631713555,0.9925373134328358,0.2698045407637451
